Target Distance: 50, Step Size: 2
2763: x, y: 83.2832, 0

2764: x, y: 84.2832, 0

2765: x, y: 83.1939, 0

2766: x, y: 85.183, 0

2767: x, y: 85.9322, 0

2768: x, y: 83.9759, 0

2769: x, y: 83.3247, 0

2770: x, y: 81.7275, 0

2771: x, y: 80.3635, 0

2772: x, y: 79.4555, 0

2773: x, y: 77.4992, 0

2774: x, y: 77.983, 0

2775: x, y: 76.0134, 0

2776: x, y: 74.0244, 0

2777: x, y: 72.6861, 0

2778: x, y: 71.7165, 0

2779: x, y: 71.6467, 0

2780: x, y: 69.7923, 0

2781: x, y: 69.4795, 0

2782: x, y: 67.9701, 0

2783: x, y: 69.1737, 0

2784: x, y: 67.3193, 0

2785: x, y: 68.4949, 0

2786: x, y: 67.435, 0

2787: x, y: 67.9863, 0

2788: x, y: 69.7522, 0

2789: x, y: 70.0651, 0

2790: x, y: 71.5038, 0

2791: x, y: 69.5632, 0

2792: x, y: 70.8218, 0

2793: x, y: 69.1257, 0

2794: x, y: 68.7784, 0

2795: x, y: 67.0641, 0

2796: x, y: 65.8605, 0

2797: x, y: 64.5222, 0

2798: x, y: 63.3466, 0

2799: x, y: 61.534, 0

2800: x, y: 62.3155, 0

2801: x, y: 64.1826, 0

2802: x, y: 66.0847, 0

2803: x, y: 64.4267, 0

2804: x, y: 64.1483, 0

2805: x, y: 65.8444, 0

2806: x, y: 66.1573, 0

2807: x, y: 67.7333, 0

2808: x, y: 66.5577, 0

2809: x, y: 65.8737, 0

2810: x, y: 65.8039, 0

2811: x, y: 66.834, 0

2812: x, y: 65.895, 0

2813: x, y: 67.4493, 0

2814: x, y: 67.2403, 0

2815: x, y: 68.6296, 0

2816: x, y: 67.344, 0

2817: x, y: 68.2208, 0

2818: x, y: 69.1287, 0

2819: x, y: 67.5966, 0

2820: x, y: 68.7438, 0

2821: x, y: 68.0927, 0

2822: x, y: 67.2159, 0

2823: x, y: 65.6186, 0

2824: x, y: 64.0644, 0

2825: x, y: 65.9315, 0

2826: x, y: 64.0771, 0

2827: x, y: 62.0784, 0

2828: x, y: 62.9863, 0

2829: x, y: 64.9754, 0

2830: x, y: 65.9754, 0

2831: x, y: 67.6527, 0

2832: x, y: 68.5295, 0

2833: x, y: 69.8677, 0

2834: x, y: 70.3854, 0

2835: x, y: 71.5038, 0

2836: x, y: 72.9665, 0

2837: x, y: 73.1755, 0

2838: x, y: 74.2939, 0

2839: x, y: 73.9123, 0

2840: x, y: 74.8203, 0

2841: x, y: 73.7604, 0

2842: x, y: 74.1077, 0

2843: x, y: 72.5534, 0

2844: x, y: 70.6624, 0

2845: x, y: 70.1111, 0

2846: x, y: 70.3549, 0

2847: x, y: 72.34, 0

2848: x, y: 71.0017, 0

2849: x, y: 72.0615, 0

2850: x, y: 73.1799, 0

2851: x, y: 71.2236, 0

2852: x, y: 73.1642, 0

2853: x, y: 75.0186, 0

2854: x, y: 74.1733, 0

2855: x, y: 75.7706, 0

2856: x, y: 75.7357, 0

2857: x, y: 74.5886, 0

2858: x, y: 73.9705, 0

2859: x, y: 75.9459, 0

2860: x, y: 77.478, 0

2861: x, y: 75.9917, 0

2862: x, y: 76.339, 0

2863: x, y: 75.5255, 0

2864: x, y: 73.8294, 0

2865: x, y: 74.0037, 0

2866: x, y: 72.6655, 0

2867: x, y: 70.8835, 0

2868: x, y: 69.5452, 0

2869: x, y: 67.8132, 0

2870: x, y: 69.745, 0

2871: x, y: 67.8778, 0

2872: x, y: 66.9389, 0

2873: x, y: 68.7515, 0

2874: x, y: 70.4836, 0

2875: x, y: 69.514, 0

2876: x, y: 69.3744, 0

2877: x, y: 69.3395, 0

2878: x, y: 70.9778, 0

2879: x, y: 72.4165, 0

2880: x, y: 73.4764, 0

2881: x, y: 72.2177, 0

2882: x, y: 72.3572, 0

2883: x, y: 73.7465, 0

2884: x, y: 75.6592, 0

2885: x, y: 73.7465, 0

2886: x, y: 75.4958, 0

2887: x, y: 77.0931, 0

2888: x, y: 75.8344, 0

2889: x, y: 77.3438, 0

2890: x, y: 79.3134, 0

2891: x, y: 77.3138, 0

2892: x, y: 77.2788, 0

2893: x, y: 79.2788, 0

2894: x, y: 78.7612, 0

2895: x, y: 80.6406, 0

2896: x, y: 82.0046, 0

2897: x, y: 81.0966, 0

2898: x, y: 80.8529, 0

2899: x, y: 80.818, 0

2900: x, y: 82.8152, 0

2901: x, y: 84.7958, 0

2902: x, y: 82.9414, 0

2903: x, y: 83.3913, 0

2904: x, y: 85.3864, 0

2905: x, y: 83.6544, 0

2906: x, y: 84.0017, 0

2907: x, y: 82.0017, 0

2908: x, y: 80.2696, 0

2909: x, y: 82.0822, 0

2910: x, y: 81.8039, 0

2911: x, y: 79.8051, 0

2912: x, y: 77.8488, 0

2913: x, y: 76.1715, 0

2914: x, y: 74.2019, 0

2915: x, y: 73.2629, 0

2916: x, y: 74.795, 0

2917: x, y: 74.1439, 0

2918: x, y: 73.1742, 0

2919: x, y: 71.8621, 0

2920: x, y: 73.7031, 0

2921: x, y: 75.2574, 0

2922: x, y: 75.3272, 0

2923: x, y: 74.776, 0

2924: x, y: 75.2259, 0

2925: x, y: 73.9672, 0

2926: x, y: 75.9623, 0

2927: x, y: 76.9623, 0

2928: x, y: 75.1964, 0

2929: x, y: 73.9109, 0

2930: x, y: 74.9109, 0

2931: x, y: 75.7561, 0

2932: x, y: 73.8767, 0

2933: x, y: 71.8767, 0

2934: x, y: 73.6743, 0

2935: x, y: 74.2256, 0

2936: x, y: 75.1952, 0

2937: x, y: 77.1271, 0

2938: x, y: 77.8763, 0

2939: x, y: 78.9063, 0

2940: x, y: 79.3222, 0

2941: x, y: 78.0635, 0

2942: x, y: 78.2378, 0

2943: x, y: 76.2381, 0

2944: x, y: 78.2272, 0

2945: x, y: 80.2196, 0

2946: x, y: 82.0322, 0

2947: x, y: 84.0127, 0

2948: x, y: 82.4367, 0

2949: x, y: 84.4318, 0

2950: x, y: 84.016, 0

2951: x, y: 82.175, 0

2952: x, y: 83.539, 0

2953: x, y: 83.0552, 0

2954: x, y: 81.0746, 0

2955: x, y: 82.0746, 0

2956: x, y: 83.6927, 0

2957: x, y: 81.8951, 0

2958: x, y: 82.1734, 0

2959: x, y: 81.8951, 0

2960: x, y: 81.0816, 0

2961: x, y: 79.8503, 0

2962: x, y: 77.9709, 0

2963: x, y: 79.3851, 0

2964: x, y: 81.317, 0

2965: x, y: 81.1079, 0

2966: x, y: 81.8894, 0

2967: x, y: 79.9488, 0

2968: x, y: 81.4115, 0

2969: x, y: 81.3417, 0

2970: x, y: 82.0584, 0

2971: x, y: 82.6764, 0

2972: x, y: 80.6792, 0

2973: x, y: 79.8024, 0

2974: x, y: 77.9114, 0

2975: x, y: 78.2243, 0

2976: x, y: 76.5099, 0

2977: x, y: 74.5209, 0

2978: x, y: 73.8042, 0

2979: x, y: 71.937, 0

2980: x, y: 72.0068, 0

2981: x, y: 72.3197, 0

2982: x, y: 72.215, 0

2983: x, y: 72.5966, 0

2984: x, y: 72.8057, 0

2985: x, y: 71.8977, 0

2986: x, y: 72.987, 0

2987: x, y: 71.1326, 0

2988: x, y: 69.929, 0

2989: x, y: 71.8777, 0

2990: x, y: 72.6912, 0

2991: x, y: 70.8641, 0

2992: x, y: 72.1497, 0

2993: x, y: 70.1691, 0

2994: x, y: 68.4548, 0

2995: x, y: 69.0395, 0

2996: x, y: 70.9714, 0

2997: x, y: 69.7958, 0

2998: x, y: 70.943, 0

2999: x, y: 72.8224, 0

3000: x, y: 73.4404, 0

3001: x, y: 71.7823, 0

3002: x, y: 73.3583, 0

3003: x, y: 71.4912, 0

3004: x, y: 72.4912, 0

3005: x, y: 70.6001, 0

3006: x, y: 70.8785, 0

3007: x, y: 72.8782, 0

3008: x, y: 72.0329, 0

3009: x, y: 72.9719, 0

3010: x, y: 71.9121, 0

3011: x, y: 73.8753, 0

3012: x, y: 72.6717, 0

3013: x, y: 70.6744, 0

3014: x, y: 69.4431, 0

3015: x, y: 68.7264, 0

3016: x, y: 66.9943, 0

3017: x, y: 65.5316, 0

3018: x, y: 66.9943, 0

3019: x, y: 65.9943, 0

3020: x, y: 64.356, 0

3021: x, y: 64.974, 0

3022: x, y: 66.3634, 0

3023: x, y: 65.1597, 0

3024: x, y: 67.1293, 0

3025: x, y: 69.0781, 0

3026: x, y: 67.46, 0

3027: x, y: 69.1374, 0

3028: x, y: 67.1401, 0

3029: x, y: 67.7913, 0

3030: x, y: 68.2071, 0

3031: x, y: 68.7584, 0

3032: x, y: 67.5547, 0

3033: x, y: 67.9706, 0

3034: x, y: 66.8813, 0

3035: x, y: 66.3636, 0

3036: x, y: 68.3442, 0

3037: x, y: 69.6297, 0

3038: x, y: 71.5703, 0

3039: x, y: 69.893, 0

3040: x, y: 70.4443, 0

3041: x, y: 71.1283, 0

3042: x, y: 69.1965, 0

3043: x, y: 70.7937, 0

3044: x, y: 72.6481, 0

3045: x, y: 71.4445, 0

3046: x, y: 70.7277, 0

3047: x, y: 70.7277, 0

3048: x, y: 72.7201, 0

3049: x, y: 71.8434, 0

3050: x, y: 72.8434, 0

3051: x, y: 73.8434, 0

3052: x, y: 74.1217, 0

3053: x, y: 74.8709, 0

3054: x, y: 73.0299, 0

3055: x, y: 71.7713, 0

3056: x, y: 70.133, 0

3057: x, y: 69.8892, 0

3058: x, y: 70.5073, 0

3059: x, y: 71.224, 0

3060: x, y: 71.6398, 0

3061: x, y: 73.3359, 0

3062: x, y: 73.1616, 0

3063: x, y: 72.2536, 0

3064: x, y: 70.7909, 0

3065: x, y: 71.7299, 0

3066: x, y: 71.3141, 0

3067: x, y: 70.1669, 0

3068: x, y: 70.7182, 0

3069: x, y: 72.0038, 0

3070: x, y: 73.2893, 0

3071: x, y: 72.2295, 0

3072: x, y: 70.4974, 0

3073: x, y: 71.6446, 0

3074: x, y: 70.5848, 0

3075: x, y: 68.8527, 0

3076: x, y: 66.9401, 0

3077: x, y: 67.3217, 0

3078: x, y: 69.071, 0

3079: x, y: 68.071, 0

3080: x, y: 68.5886, 0

3081: x, y: 70.5737, 0

3082: x, y: 72.4281, 0

3083: x, y: 73.2415, 0

3084: x, y: 71.4756, 0

3085: x, y: 71.4407, 0

3086: x, y: 70.2371, 0

3087: x, y: 69.8555, 0

3088: x, y: 68.4662, 0

3089: x, y: 70.3788, 0

3090: x, y: 70.7261, 0

3091: x, y: 72.6282, 0

3092: x, y: 73.112, 0

3093: x, y: 72.5944, 0

3094: x, y: 71.1802, 0

3095: x, y: 69.1878, 0

3096: x, y: 67.9022, 0

3097: x, y: 68.5533, 0

3098: x, y: 70.5096, 0

3099: x, y: 71.3231, 0

3100: x, y: 72.3532, 0

3101: x, y: 70.5873, 0

3102: x, y: 70.3436, 0

3103: x, y: 69.5621, 0

3104: x, y: 67.5816, 0

3105: x, y: 66.3229, 0

3106: x, y: 68.312, 0

3107: x, y: 69.676, 0

3108: x, y: 71.208, 0

3109: x, y: 71.7928, 0

3110: x, y: 73.4311, 0

3111: x, y: 74.0158, 0

3112: x, y: 73.0769, 0

3113: x, y: 71.3996, 0

3114: x, y: 69.4023, 0

3115: x, y: 68.2839, 0

3116: x, y: 70.186, 0

3117: x, y: 71.7181, 0

3118: x, y: 73.6587, 0

3119: x, y: 72.7198, 0

3120: x, y: 71.0237, 0

3121: x, y: 73.0188, 0

3122: x, y: 74.9884, 0

3123: x, y: 72.9994, 0

3124: x, y: 73.8761, 0

3125: x, y: 71.8788, 0

3126: x, y: 71.8439, 0

3127: x, y: 72.3278, 0

3128: x, y: 73.077, 0

3129: x, y: 71.1283, 0

3130: x, y: 72.3596, 0

3131: x, y: 74.1088, 0

3132: x, y: 74.6265, 0

3133: x, y: 75.6565, 0

3134: x, y: 73.6675, 0

3135: x, y: 72.2533, 0

3136: x, y: 70.864, 0

3137: x, y: 69.5784, 0

3138: x, y: 68.0463, 0

3139: x, y: 66.6076, 0

3140: x, y: 64.9303, 0

3141: x, y: 64.756, 0

3142: x, y: 62.9584, 0

3143: x, y: 61.9584, 0

3144: x, y: 63.899, 0

3145: x, y: 64.6804, 0

3146: x, y: 62.8828, 0

3147: x, y: 61.823, 0

3148: x, y: 62.507, 0

3149: x, y: 62.9229, 0

3150: x, y: 62.7834, 0

3151: x, y: 64.0147, 0

3152: x, y: 65.99, 0

3153: x, y: 67.3794, 0

3154: x, y: 65.9407, 0

3155: x, y: 64.0281, 0

3156: x, y: 62.0357, 0

3157: x, y: 63.4499, 0

3158: x, y: 61.4526, 0

3159: x, y: 59.8143, 0

3160: x, y: 57.935, 0

3161: x, y: 58.0396, 0

3162: x, y: 58.2487, 0

3163: x, y: 57.1594, 0

3164: x, y: 56.1898, 0

3165: x, y: 54.1901, 0

3166: x, y: 52.2413, 0

3167: x, y: 54.154, 0

3168: x, y: 55.6634, 0

3169: x, y: 56.5086, 0

3170: x, y: 54.7766, 0

3171: x, y: 53.0273, 0

3172: x, y: 51.1147, 0

3173: x, y: 52.7728, 0

3174: x, y: 51.5692, 0

3175: x, y: 51.4645, 0

3176: x, y: 50.3752, 0

3177: x, y: 48.412, 0

3178: x, y: 50.3925, 0

3179: x, y: 50.8424, 0

3180: x, y: 52.018, 0

3181: x, y: 53.3562, 0

3182: x, y: 51.4075, 0

3183: x, y: 53.2201, 0

3184: x, y: 51.2277, 0

3185: x, y: 49.5504, 0

3186: x, y: 49.8287, 0

3187: x, y: 51.5946, 0

3188: x, y: 49.797, 0

3189: x, y: 50.8863, 0

3190: x, y: 51.1646, 0

3191: x, y: 51.3737, 0

3192: x, y: 50.1981, 0

3193: x, y: 50.682, 0

3194: x, y: 51.9133, 0

3195: x, y: 53.3275, 0

3196: x, y: 51.3957, 0

3197: x, y: 49.6137, 0

3198: x, y: 49.3008, 0

3199: x, y: 47.4097, 0

3200: x, y: 46.9259, 0

3201: x, y: 47.5106, 0

3202: x, y: 48.8489, 0

3203: x, y: 50.8462, 0

3204: x, y: 49.5875, 0

3205: x, y: 49.7618, 0

3206: x, y: 48.3978, 0

3207: x, y: 46.7398, 0

3208: x, y: 48.1291, 0

3209: x, y: 49.3877, 0

3210: x, y: 49.0404, 0

3211: x, y: 47.0708, 0

3212: x, y: 47.1755, 0

3213: x, y: 46.6578, 0

3214: x, y: 47.805, 0

3215: x, y: 46.6294, 0

3216: x, y: 45.2654, 0

3217: x, y: 43.273, 0

3218: x, y: 44.181, 0

3219: x, y: 43.4643, 0

3220: x, y: 41.6372, 0

3221: x, y: 42.7843, 0

3222: x, y: 43.6611, 0

3223: x, y: 45.1705, 0

3224: x, y: 46.6799, 0

3225: x, y: 47.9655, 0

3226: x, y: 48.105, 0

3227: x, y: 47.197, 0

3228: x, y: 46.2274, 0

3229: x, y: 47.4861, 0

3230: x, y: 47.7644, 0

3231: x, y: 49.1284, 0

3232: x, y: 48.3792, 0

3233: x, y: 49.9113, 0

3234: x, y: 50.0159, 0

3235: x, y: 48.1749, 0

3236: x, y: 46.2623, 0

3237: x, y: 44.9768, 0

3238: x, y: 46.8561, 0

3239: x, y: 48.6381, 0

3240: x, y: 47.0839, 0

3241: x, y: 45.3518, 0

3242: x, y: 44.8005, 0

3243: x, y: 46.2868, 0

3244: x, y: 44.355, 0

3245: x, y: 45.0061, 0

3246: x, y: 45.456, 0

3247: x, y: 46.14, 0

3248: x, y: 46.59, 0

3249: x, y: 44.5912, 0

3250: x, y: 43.0151, 0

3251: x, y: 44.9784, 0

3252: x, y: 45.0133, 0

3253: x, y: 43.057, 0

3254: x, y: 41.481, 0

3255: x, y: 39.9947, 0

3256: x, y: 40.342, 0

3257: x, y: 38.3787, 0

3258: x, y: 36.7815, 0

3259: x, y: 37.4326, 0

3260: x, y: 36.147, 0

3261: x, y: 35.9033, 0

3262: x, y: 37.6692, 0

3263: x, y: 38.8163, 0

3264: x, y: 40.7074, 0

3265: x, y: 42.52, 0

3266: x, y: 41.4602, 0

3267: x, y: 42.6357, 0

3268: x, y: 40.687, 0

3269: x, y: 42.6433, 0

3270: x, y: 44.6129, 0

3271: x, y: 46.1889, 0

3272: x, y: 44.3095, 0

3273: x, y: 42.9202, 0

3274: x, y: 44.4296, 0

3275: x, y: 45.9159, 0

3276: x, y: 45.0079, 0

3277: x, y: 43.1809, 0

3278: x, y: 45.0352, 0

3279: x, y: 45.5191, 0

3280: x, y: 47.4754, 0

3281: x, y: 47.7537, 0

3282: x, y: 49.5513, 0

3283: x, y: 47.6026, 0

3284: x, y: 49.4819, 0

3285: x, y: 49.0661, 0

3286: x, y: 48.9614, 0

3287: x, y: 47.2294, 0

3288: x, y: 45.2297, 0

3289: x, y: 43.5914, 0

3290: x, y: 41.6281, 0

3291: x, y: 40.0961, 0

3292: x, y: 40.2356, 0

3293: x, y: 39.7517, 0

3294: x, y: 37.7593, 0

3295: x, y: 39.5864, 0

3296: x, y: 41.0958, 0

3297: x, y: 43.0277, 0

3298: x, y: 44.0277, 0

3299: x, y: 42.0523, 0

3300: x, y: 43.7104, 0

3301: x, y: 45.4065, 0

3302: x, y: 46.3761, 0

3303: x, y: 44.7581, 0

3304: x, y: 46.7144, 0

3305: x, y: 45.1823, 0

3306: x, y: 44.9732, 0

3307: x, y: 43.0507, 0

3308: x, y: 41.2531, 0

3309: x, y: 39.4405, 0

3310: x, y: 37.7084, 0

3311: x, y: 37.2246, 0

3312: x, y: 39.1372, 0

3313: x, y: 40.7953, 0

3314: x, y: 42.795, 0

3315: x, y: 44.3271, 0

3316: x, y: 42.342, 0

3317: x, y: 44.3417, 0

3318: x, y: 44.9597, 0

3319: x, y: 44.7506, 0

3320: x, y: 42.7555, 0

3321: x, y: 40.9284, 0

3322: x, y: 39.0263, 0

3323: x, y: 37.0263, 0

3324: x, y: 38.6023, 0

3325: x, y: 40.415, 0

3326: x, y: 41.2284, 0

3327: x, y: 42.7378, 0

3328: x, y: 44.1018, 0

3329: x, y: 44.2762, 0

3330: x, y: 45.336, 0

3331: x, y: 47.3114, 0

3332: x, y: 47.693, 0

3333: x, y: 45.8659, 0

3334: x, y: 47.2801, 0

3335: x, y: 45.4257, 0

3336: x, y: 43.6282, 0

3337: x, y: 41.6294, 0

3338: x, y: 43.0681, 0

3339: x, y: 43.103, 0

3340: x, y: 42.195, 0

3341: x, y: 41.7111, 0

3342: x, y: 41.1935, 0

3343: x, y: 40.9844, 0

3344: x, y: 38.992, 0

3345: x, y: 37.0794, 0

3346: x, y: 35.4214, 0

3347: x, y: 37.219, 0

3348: x, y: 37.7702, 0

3349: x, y: 35.7705, 0

3350: x, y: 37.4666, 0

3351: x, y: 35.5103, 0

3352: x, y: 34.6651, 0

3353: x, y: 32.7164, 0

3354: x, y: 34.5139, 0

3355: x, y: 33.6687, 0

3356: x, y: 33.2529, 0

3357: x, y: 35.2526, 0

3358: x, y: 34.4391, 0

3359: x, y: 35.4692, 0

3360: x, y: 36.8585, 0

3361: x, y: 37.1714, 0

3362: x, y: 38.7035, 0

3363: x, y: 37.0652, 0

3364: x, y: 35.3878, 0

3365: x, y: 36.8741, 0

3366: x, y: 38.6867, 0

3367: x, y: 40.4011, 0

3368: x, y: 39.1155, 0

3369: x, y: 40.9826, 0

3370: x, y: 39.1283, 0

3371: x, y: 39.5782, 0

3372: x, y: 38.5782, 0

3373: x, y: 40.1542, 0

3374: x, y: 38.74, 0

3375: x, y: 36.9274, 0

3376: x, y: 35.0148, 0

3377: x, y: 36.971, 0

3378: x, y: 35.4168, 0

3379: x, y: 35.5911, 0

3380: x, y: 36.041, 0

3381: x, y: 34.3636, 0

3382: x, y: 36.3487, 0

3383: x, y: 38.3487, 0

3384: x, y: 36.91, 0

3385: x, y: 37.5612, 0

3386: x, y: 35.7486, 0

3387: x, y: 34.6014, 0

3388: x, y: 36.2975, 0

3389: x, y: 34.2978, 0

3390: x, y: 36.0637, 0

3391: x, y: 34.1074, 0

3392: x, y: 35.0464, 0

3393: x, y: 36.7607, 0

3394: x, y: 38.7013, 0

3395: x, y: 37.612, 0

3396: x, y: 37.9936, 0

3397: x, y: 39.2523, 0

3398: x, y: 40.1602, 0

3399: x, y: 41.7145, 0

3400: x, y: 39.8019, 0

3401: x, y: 39.4203, 0

3402: x, y: 39.8361, 0

3403: x, y: 38.4721, 0

3404: x, y: 37.16, 0

3405: x, y: 38.2493, 0

3406: x, y: 37.5653, 0

3407: x, y: 35.7382, 0

3408: x, y: 35.9819, 0

3409: x, y: 36.633, 0

3410: x, y: 38.3823, 0

3411: x, y: 36.4802, 0

3412: x, y: 38.4208, 0

3413: x, y: 39.4208, 0

3414: x, y: 38.8027, 0

3415: x, y: 37.8331, 0

3416: x, y: 39.6307, 0

3417: x, y: 37.6456, 0

3418: x, y: 39.3417, 0

3419: x, y: 41.0378, 0

3420: x, y: 42.787, 0

3421: x, y: 44.2733, 0

3422: x, y: 42.9093, 0

3423: x, y: 44.9017, 0

3424: x, y: 45.2833, 0

3425: x, y: 46.3726, 0

3426: x, y: 47.9699, 0

3427: x, y: 46.9699, 0

3428: x, y: 47.1789, 0

3429: x, y: 45.6926, 0

3430: x, y: 44.6626, 0

3431: x, y: 42.9133, 0

3432: x, y: 44.117, 0

3433: x, y: 44.7681, 0

3434: x, y: 45.3861, 0

3435: x, y: 44.5409, 0

3436: x, y: 42.609, 0

3437: x, y: 43.8404, 0

3438: x, y: 45.8376, 0

3439: x, y: 46.3889, 0

3440: x, y: 44.7116, 0

3441: x, y: 45.6195, 0

3442: x, y: 47.2969, 0

3443: x, y: 45.3273, 0

3444: x, y: 47.0046, 0

3445: x, y: 45.0049, 0

3446: x, y: 43.1139, 0

3447: x, y: 42.8701, 0

3448: x, y: 44.6194, 0

3449: x, y: 44.5845, 0

3450: x, y: 46.1605, 0

3451: x, y: 45.9514, 0

3452: x, y: 44.442, 0

3453: x, y: 42.6928, 0

3454: x, y: 44.656, 0

3455: x, y: 45.9147, 0

3456: x, y: 47.0331, 0

3457: x, y: 47.1726, 0

3458: x, y: 48.8869, 0

3459: x, y: 48.4711, 0

3460: x, y: 48.1927, 0

3461: x, y: 47.2848, 0

3462: x, y: 48.771, 0

3463: x, y: 47.9576, 0

3464: x, y: 47.6792, 0

3465: x, y: 45.8521, 0

3466: x, y: 45.887, 0

3467: x, y: 46.9171, 0

3468: x, y: 45.3628, 0

3469: x, y: 46.5384, 0

3470: x, y: 45.0997, 0

3471: x, y: 46.7578, 0

3472: x, y: 47.0707, 0

3473: x, y: 45.2886, 0

3474: x, y: 46.678, 0

3475: x, y: 48.6412, 0

3476: x, y: 49.518, 0

3477: x, y: 49.9679, 0

3478: x, y: 48.8495, 0

3479: x, y: 47.7023, 0

3480: x, y: 47.2865, 0

3481: x, y: 47.9045, 0

3482: x, y: 46.9349, 0

3483: x, y: 48.9349, 0

3484: x, y: 50.4443, 0

3485: x, y: 51.0955, 0

3486: x, y: 51.1304, 0

3487: x, y: 49.1453, 0

3488: x, y: 49.6629, 0

3489: x, y: 51.359, 0

3490: x, y: 53.2384, 0

3491: x, y: 51.7997, 0

3492: x, y: 53.7921, 0

3493: x, y: 52.0262, 0

3494: x, y: 53.9056, 0

3495: x, y: 52.62, 0

3496: x, y: 54.1063, 0

3497: x, y: 55.8206, 0

3498: x, y: 57.7117, 0

3499: x, y: 56.2023, 0

3500: x, y: 54.2099, 0

3501: x, y: 52.3973, 0

3502: x, y: 52.1882, 0

3503: x, y: 50.6339, 0

3504: x, y: 50.7037, 0

3505: x, y: 48.7037, 0

3506: x, y: 50.2358, 0

3507: x, y: 49.3906, 0

3508: x, y: 47.8585, 0

3509: x, y: 48.4097, 0

3510: x, y: 46.5554, 0

3511: x, y: 44.7895, 0

3512: x, y: 42.7922, 0

3513: x, y: 43.2761, 0

3514: x, y: 44.215, 0

3515: x, y: 45.4463, 0

3516: x, y: 45.6206, 0

3517: x, y: 43.6453, 0

3518: x, y: 43.3669, 0

3519: x, y: 42.3071, 0

3520: x, y: 43.1206, 0

3521: x, y: 41.3547, 0

3522: x, y: 39.8226, 0

3523: x, y: 41.5718, 0

3524: x, y: 41.5718, 0

3525: x, y: 42.2559, 0

3526: x, y: 44.2191, 0

3527: x, y: 46.1887, 0

3528: x, y: 46.6386, 0

3529: x, y: 48.3879, 0

3530: x, y: 47.3879, 0

3531: x, y: 48.3575, 0

3532: x, y: 48.218, 0

3533: x, y: 47.6667, 0

3534: x, y: 49.6363, 0

3535: x, y: 51.099, 0

3536: x, y: 53.0215, 0

3537: x, y: 53.7708, 0

3538: x, y: 51.8686, 0

3539: x, y: 49.9665, 0

3540: x, y: 47.9665, 0

3541: x, y: 47.827, 0

3542: x, y: 46.3643, 0

3543: x, y: 46.469, 0

3544: x, y: 48.3484, 0

3545: x, y: 49.9456, 0

3546: x, y: 51.9444, 0

3547: x, y: 53.7264, 0

3548: x, y: 54.6961, 0

3549: x, y: 52.707, 0

3550: x, y: 51.707, 0

3551: x, y: 49.7752, 0

3552: x, y: 51.7703, 0

3553: x, y: 49.8007, 0

3554: x, y: 51.19, 0

3555: x, y: 52.5282, 0

3556: x, y: 52.772, 0

3557: x, y: 52.6325, 0

3558: x, y: 50.9364, 0

3559: x, y: 52.6325, 0

3560: x, y: 54.3098, 0

3561: x, y: 56.2794, 0

3562: x, y: 55.3098, 0

3563: x, y: 53.378, 0

3564: x, y: 51.3889, 0

3565: x, y: 51.354, 0

3566: x, y: 50.4151, 0

3567: x, y: 48.4832, 0

3568: x, y: 47.7018, 0

3569: x, y: 49.6908, 0

3570: x, y: 49.5861, 0

3571: x, y: 49.1023, 0

3572: x, y: 50.0103, 0

3573: x, y: 48.054, 0

3574: x, y: 49.2011, 0

3575: x, y: 47.8371, 0

3576: x, y: 45.8808, 0

3577: x, y: 47.5582, 0

3578: x, y: 46.907, 0

3579: x, y: 46.8024, 0

3580: x, y: 44.8027, 0

3581: x, y: 44.698, 0

3582: x, y: 46.6001, 0

3583: x, y: 45.0907, 0

3584: x, y: 44.2455, 0

3585: x, y: 45.0589, 0

3586: x, y: 45.3027, 0

3587: x, y: 45.9867, 0

3588: x, y: 46.6707, 0

3589: x, y: 48.4366, 0

3590: x, y: 50.3999, 0

